[2026-04-25 17:23:48,283][__main__][INFO] - step 1 | train/loss 1.6677 | train/acc 0.4000 | val/loss 1.6677 | val/acc 0.4000
[2026-04-25 17:23:48,286][__main__][INFO] - step 2 | train/loss 1.2701 | train/acc 0.8000 | val/loss 1.2701 | val/acc 0.8000
[2026-04-25 17:23:48,288][__main__][INFO] - step 3 | train/loss 0.9863 | train/acc 1.0000 | val/loss 0.9863 | val/acc 1.0000
[2026-04-25 17:23:48,291][__main__][INFO] - step 4 | train/loss 0.7828 | train/acc 1.0000 | val/loss 0.7828 | val/acc 1.0000
[2026-04-25 17:23:48,293][__main__][INFO] - step 5 | train/loss 0.6406 | train/acc 1.0000 | val/loss 0.6406 | val/acc 1.0000
[2026-04-25 17:23:48,295][__main__][INFO] - step 6 | train/loss 0.5461 | train/acc 1.0000 | val/loss 0.5461 | val/acc 1.0000
[2026-04-25 17:23:48,297][__main__][INFO] - step 7 | train/loss 0.4856 | train/acc 1.0000 | val/loss 0.4856 | val/acc 1.0000
[2026-04-25 17:23:48,299][__main__][INFO] - step 8 | train/loss 0.4469 | train/acc 1.0000 | val/loss 0.4469 | val/acc 1.0000
[2026-04-25 17:23:48,302][__main__][INFO] - step 9 | train/loss 0.4207 | train/acc 1.0000 | val/loss 0.4207 | val/acc 1.0000
[2026-04-25 17:23:48,304][__main__][INFO] - step 10 | train/loss 0.4010 | train/acc 1.0000 | val/loss 0.4010 | val/acc 1.0000
[2026-04-25 17:23:48,306][__main__][INFO] - step 11 | train/loss 0.3845 | train/acc 1.0000 | val/loss 0.3845 | val/acc 1.0000
[2026-04-25 17:23:48,308][__main__][INFO] - step 12 | train/loss 0.3699 | train/acc 1.0000 | val/loss 0.3699 | val/acc 1.0000
[2026-04-25 17:23:48,310][__main__][INFO] - step 13 | train/loss 0.3567 | train/acc 1.0000 | val/loss 0.3567 | val/acc 1.0000
[2026-04-25 17:23:48,312][__main__][INFO] - step 14 | train/loss 0.3449 | train/acc 1.0000 | val/loss 0.3449 | val/acc 1.0000
[2026-04-25 17:23:48,314][__main__][INFO] - step 15 | train/loss 0.3342 | train/acc 1.0000 | val/loss 0.3342 | val/acc 1.0000
[2026-04-25 17:23:48,317][__main__][INFO] - step 16 | train/loss 0.3243 | train/acc 1.0000 | val/loss 0.3243 | val/acc 1.0000
